Unnamed: 0,repo_name,repo_owner,project_url,description,size,watchers_count,forks_count,open_issues,issues > 8,pull_req > 0,commits > 20,contributors > 8,stars
330,f2py-sockets,b-fg,https://github.com/b-fg/f2py-sockets,Example on how to use sockets to transfer data from Fortran to Python and viceversa,40,16,0,0,NO,NO,NO,NO,16
331,fortran,exercism,https://github.com/exercism/fortran,Exercism exercises in Fortran.,119,16,10,10,NO,YES,YES,NO,16
332,Xoptfoil,montagdude,https://github.com/montagdude/Xoptfoil,Airfoil optimization with Xfoil,1414,16,11,0,NO,YES,YES,NO,17
333,AFiD_GPU_opensource,PhysicsofFluids,https://github.com/PhysicsofFluids/AFiD_GPU_opensource,Version of the AFiD code ported to GPU accelerators,129,16,7,0,NO,NO,NO,NO,16
334,pyHWM14,rilma,https://github.com/rilma/pyHWM14,Python interface for the Horizontal Wind Model 2014 (HWM14),2724,16,7,0,NO,YES,YES,NO,16
335,scipydirect,andim,https://github.com/andim/scipydirect,Python wrapper to the DIRECT global optimization algorithm with scipy.optimize compatible call syntax,99,16,6,2,NO,YES,YES,NO,16
336,colossalcaveadventure,videogamepreservation,https://github.com/videogamepreservation/colossalcaveadventure,Colossal Cave Adventure. Written in PDP-10 FORTRAN. Badass.,134,16,13,0,NO,NO,NO,NO,17
337,WABBIT,adaptive-cfd,https://github.com/adaptive-cfd/WABBIT,Wavelet Adaptive Block-Based solver for Interactions with Turbulence,15209,16,13,16,YES,YES,YES,NO,16
338,oorb,oorb,https://github.com/oorb/oorb,Automatically exported from code.google.com/p/oorb,1407,16,34,11,YES,YES,YES,YES,16
339,ds3_kernel_testing,karlnapf,https://github.com/karlnapf/ds3_kernel_testing,"Material for the practical of the DS3 course on ""Representing and comparing probabilities with kernels""",62296,16,13,1,NO,YES,NO,NO,16
340,swb,smwesten-usgs,https://github.com/smwesten-usgs/swb,Soil-Water-Balance: A Modified Thornthwaite-Mather Soil-Water-Balance Code for Estimating Groundwater Recharge.,231219,16,8,9,NO,YES,YES,NO,21
341,zofu,acroucher,https://github.com/acroucher/zofu,Zofu is Object-oriented Fortran Unit-testing,89,16,1,0,NO,NO,YES,NO,16
342,PolyCon,cmacmackin,https://github.com/cmacmackin/PolyCon,Polymorphic container object for Fortran,647,16,0,1,NO,NO,NO,NO,16
343,GrowClust,dttrugman,https://github.com/dttrugman/GrowClust,,4823,16,9,0,NO,YES,NO,NO,16
344,CB-Fortran-Color-Theme,kookma,https://github.com/kookma/CB-Fortran-Color-Theme,Code Blocks color theme for Fortran language ,676,16,0,0,NO,NO,YES,NO,16
345,dop853,jacobwilliams,https://github.com/jacobwilliams/dop853,Modern Fortran Edition of Hairer's DOP853 ODE Solver,848,16,4,1,NO,YES,YES,NO,16
346,fortran-guidelines,ebranlard,https://github.com/ebranlard/fortran-guidelines,Guidelines for programming in fortran,454,16,1,0,NO,NO,YES,NO,16
347,ZOO,szaghi,https://github.com/szaghi/ZOO,"ZOO, Zaghi fOrtran cOllection, where my wild Fortran pets will survive",387,16,2,0,NO,NO,NO,NO,16
348,gFTL,nasa,https://github.com/nasa/gFTL,,137,16,8,0,NO,YES,NO,NO,16
349,UPIC-2.0,UCLA-Plasma-Simulation-Group,https://github.com/UCLA-Plasma-Simulation-Group/UPIC-2.0,Framework of trusted components for building and customizing parallel particle-in-cell codes for plasma simulation.,4033,16,14,0,NO,NO,NO,NO,16
350,ASKI,seismology-RUB,https://github.com/seismology-RUB/ASKI,ASKI main package: seismic Full Waveform Inversion and sensitivity analysis based on waveform sensitivity kernels,25181,15,18,0,NO,NO,YES,NO,15
351,fortran-error-handler,samharrison7,https://github.com/samharrison7/fortran-error-handler,"Comprehensive error framework for applications requiring functional and robust error handling, utilising the power of modern object-oriented Fortran.",324,15,0,2,NO,NO,YES,NO,15
352,GR1D,evanoconnor,https://github.com/evanoconnor/GR1D,"General Relativistic, Spherically Symmetry, Neutrino Transport Code for Stellar Collapse",661,15,7,3,NO,YES,YES,NO,15
353,ddeabm,jacobwilliams,https://github.com/jacobwilliams/ddeabm,Modern Fortran implementation of the DDEABM Adams-Bashforth algorithm,2355,15,3,1,NO,YES,YES,NO,15
354,lio,MALBECC,https://github.com/MALBECC/lio,Linear implementation of DFT calculations (CPU and GPU),106804,15,17,17,YES,YES,YES,NO,15
355,ooflib,furstj,https://github.com/furstj/ooflib,Object Oriented Fortran Library,820,15,2,0,NO,NO,YES,NO,15
356,FUPRAL,RBCanelas,https://github.com/RBCanelas/FUPRAL,Fortran OO implementation of a generic container using an unlimited polymorphic class. Implementation of a resizable container array and a double linked list.,885,15,0,0,NO,NO,NO,NO,15
357,fempar,fempar,https://github.com/fempar/fempar,Finite Element Multiphysics PARallel solvers. Official mirror from https://gitlab.com/fempar/fempar,24254,15,5,0,NO,NO,YES,YES,16
358,L-BFGS-ocaml,Chris00,https://github.com/Chris00/L-BFGS-ocaml,OCaml bindings for L-BFGS,198,15,2,0,NO,YES,YES,NO,15
359,MeshTools,su2code,https://github.com/su2code/MeshTools,Mesh tools for SU2,1324,15,14,0,NO,NO,NO,NO,15
360,PowellOpt,jacobwilliams,https://github.com/jacobwilliams/PowellOpt,Optimization algorithms by M.J.D. Powell,768,15,5,0,NO,NO,YES,NO,15
361,fortran-search-and-sort,jacobwilliams,https://github.com/jacobwilliams/fortran-search-and-sort,Searching and sorting with modern Fortran,13,15,1,0,NO,NO,NO,NO,15
362,COSPv2.0,CFMIP,https://github.com/CFMIP/COSPv2.0,COSP - The CFMIP (Cloud Feedbacks Model Intercomparison Project) Observation Simulator Package,16968,15,18,10,NO,YES,YES,NO,15
363,EFDC-MPI,fearghalodonncha,https://github.com/fearghalodonncha/EFDC-MPI,MPI parallel version of the popular Environmental Fluid Dynamics Code (EFDC),29366,15,6,0,NO,NO,YES,NO,15
364,gp-parallel-ts,kirthevasank,https://github.com/kirthevasank/gp-parallel-ts,Parallelised Thompson Sampling in GPs for Bayesian Optimisation,155,15,6,0,NO,NO,NO,NO,15
365,KGen,NCAR,https://github.com/NCAR/KGen,Fortran Kernel Generator,11594,15,11,36,YES,YES,YES,NO,15
366,dqmc_demo,wanderxu,https://github.com/wanderxu/dqmc_demo,,301,15,5,0,NO,NO,YES,NO,15
367,pfczm-abaqus,jianyingwu,https://github.com/jianyingwu/pfczm-abaqus,Implementation of the phase-field regularized cohesive zone model (PF-CZM) into ABAQUS.,4637,15,8,0,NO,NO,NO,NO,15
368,GARD,NCAR,https://github.com/NCAR/GARD,Generalized Analog Regression Downscaling (GARD) code,542,15,12,19,YES,YES,YES,NO,15
369,splash,danieljprice,https://github.com/danieljprice/splash,,7133,15,9,12,YES,YES,YES,YES,15
370,workfunction,WMD-group,https://github.com/WMD-group/workfunction,Calculate the planar averaged electrostatic potential for the density functional theory code VASP (Version 5 compatible),30994,15,8,0,NO,NO,NO,NO,15
371,adjac,pv,https://github.com/pv/adjac,Automatic Differentiation (1st order) for Fortran 95,209,15,2,0,NO,NO,YES,NO,15
372,cpu_timer,jlokimlin,https://github.com/jlokimlin/cpu_timer,A computational tool to benchmark large-scale simulations.,85,15,1,1,NO,NO,YES,NO,15
373,PSU_WRF_EnKF,myying,https://github.com/myying/PSU_WRF_EnKF,,1009,15,20,0,NO,YES,YES,NO,15
374,fortran-examples,Pjer-zhang,https://github.com/Pjer-zhang/fortran-examples,homeworks and useful examples,121,15,19,0,NO,NO,NO,NO,15
375,LibForQ,jonasmaziero,https://github.com/jonasmaziero/LibForQ,A Fortran Library for Quantum Information Science,418,15,2,0,NO,NO,YES,NO,15
376,octree-mg,jannisteunissen,https://github.com/jannisteunissen/octree-mg,MPI geometric multigrid solver for quadtree/octree grids,642,14,3,0,NO,NO,YES,NO,14
377,fluxo,project-fluxo,https://github.com/project-fluxo/fluxo,Fluxo implements the DGSEM for general advection-diffusion equations,1106,14,8,0,NO,NO,YES,NO,14
378,SeismicPackage,gitzhzhg,https://github.com/gitzhzhg/SeismicPackage,Open source seismic packages collected from varieties of websites,267528,14,12,0,NO,NO,NO,NO,14
379,fosolvers,mianzhi,https://github.com/mianzhi/fosolvers,FOSolverS: a Suite of Free & Open Source Solvers. A brief overview: ,3872,14,4,3,NO,NO,YES,NO,14
380,zen-of-fortran-talk,szaghi,https://github.com/szaghi/zen-of-fortran-talk,"a path to discover Modern Fortran, a poor, informal talk for newbies Fortraners",1209,14,4,0,NO,YES,NO,NO,15
381,glmnet,jeffwong,https://github.com/jeffwong/glmnet,R package glmnet for estimating lasso and elastic net,793,14,18,8,NO,YES,NO,NO,14
382,Hefei-NAMD,QijingZheng,https://github.com/QijingZheng/Hefei-NAMD, ab-initio nonadiabatic molecular dynamics program,1510,14,10,1,NO,YES,NO,NO,14
383,tetran,lewisjb,https://github.com/lewisjb/tetran,Tetris-style game written in FORTRAN-95,19,14,1,0,NO,YES,NO,NO,14
384,FARLib,Sbai7,https://github.com/Sbai7/FARLib,Fortran Array collection library,35,14,0,0,NO,NO,YES,NO,14
385,mpifx,dftbplus,https://github.com/dftbplus/mpifx,Modern Fortran wrappers around MPI routines,192,14,7,1,NO,YES,YES,NO,14
386,Fortran-utilities,NECP-XJTU,https://github.com/NECP-XJTU/Fortran-utilities,"It is a FORTRAN utilities library, which is to help the FORTRAN developers to put more efforts on the physics software development.",129,14,0,0,NO,NO,NO,NO,14
387,apexpy,aburrell,https://github.com/aburrell/apexpy,A Python wrapper for Apex coordinates,525,14,5,6,NO,YES,YES,NO,14
388,libmbd,jhrmnn,https://github.com/jhrmnn/libmbd,Many-body dispersion library,3096,14,6,5,NO,NO,YES,NO,14
389,example-fortran,codecov,https://github.com/codecov/example-fortran,Example repo for uploading reports to Codecov,45,14,7,0,NO,YES,NO,NO,14
390,HDF5_utils,tiasus,https://github.com/tiasus/HDF5_utils,my own Fortran high level interface for HDF5,85,14,2,1,NO,YES,YES,NO,14
391,MUMPSjInv.jl,JuliaInv,https://github.com/JuliaInv/MUMPSjInv.jl,MUMPS interface for Julia,9485,14,15,9,NO,YES,YES,NO,14
392,IM2ODE,YueyuZhang,https://github.com/YueyuZhang/IM2ODE,Inverse Design of Materials by Multi-objective Differential Evolution,549,14,4,0,NO,YES,NO,NO,14
393,overkit-fortran,majosm,https://github.com/majosm/overkit-fortran,Open source overset grid assembly and remapping toolkit,1068,14,5,0,NO,NO,YES,NO,14
394,orac,ORAC-CC,https://github.com/ORAC-CC/orac,Optimal Retrieval of Aerosol and Cloud,10237,14,7,10,NO,YES,YES,NO,14
395,call_py_fort,nbren12,https://github.com/nbren12/call_py_fort,Call python from fortran,17,14,1,4,NO,YES,NO,NO,14
396,GHOST,pmininni,https://github.com/pmininni/GHOST,GHOST (the Geophysical High-Order Suite for Turbulence) is an accurate and highly scalable pseudospectral code that solves a variety of PDEs often encountered in studies of turbulent flows.,1498,14,6,0,NO,NO,YES,NO,14
397,miniSMC,WeiqunZhang,https://github.com/WeiqunZhang/miniSMC,  DNS code solving compressible Navier-Stokes equations for viscous multi-component reacting flows,288,14,22,0,NO,NO,NO,NO,14
398,CVMix-src,CVMix,https://github.com/CVMix/CVMix-src,CVMix source code (including protex documentation) as well as build system and examples / tests,5224,14,22,22,YES,YES,YES,YES,14
399,BeFoR64,szaghi,https://github.com/szaghi/BeFoR64,"BeFoR64, Base64 encoding/decoding library for FoRtran poor men",1794,14,9,3,NO,YES,YES,NO,14
400,pysic,thynnine,https://github.com/thynnine/pysic,Python library for advanced atomistic simulations,18063,14,6,3,NO,YES,YES,NO,14
401,modflow-2005-upcg,jdhughes-usgs,https://github.com/jdhughes-usgs/modflow-2005-upcg,MODFLOW-2005 version 1.10 with the UPCG solver,48160,14,1,0,NO,NO,YES,NO,14
402,iso,aarondotter,https://github.com/aarondotter/iso,MESA isochrone code,694,14,4,2,NO,NO,YES,NO,14
403,py_gmm,gevero,https://github.com/gevero/py_gmm,"A Generalized Multiparticle Mie code, especially suited for plasmonics",9138,14,9,3,NO,NO,YES,NO,14
404,nap,ryokbys,https://github.com/ryokbys/nap,Nagoya Atomistic-simulation Package (NAP). Why don't you take a NAP? ;),10068,14,2,0,NO,NO,YES,NO,14
405,2D_CARFIVE,dattv,https://github.com/dattv/2D_CARFIVE,2D Cartesian Quadtree Adaptive Mesh Refinement (AMR) for multiphase Five Equations Model ,46,14,9,0,NO,NO,YES,NO,14
406,ODEInterface.jl,luchr,https://github.com/luchr/ODEInterface.jl,julia package providing an interface for ODE-solvers written in Fortran,7562,14,9,4,NO,YES,YES,NO,14
407,BasicDTUController,DTUWindEnergy,https://github.com/DTUWindEnergy/BasicDTUController,"This repository is no longer being updated, and has been moved to DTU Wind Energy's GitLab server: https://gitlab.windenergy.dtu.dk/OpenLAC/BasicDTUController",1320,14,23,10,NO,YES,YES,YES,14
408,rads,remkos,https://github.com/remkos/rads,Radar Altimeter Database System (RADS),11040,14,14,27,YES,YES,YES,NO,14
409,FUNWAVE-TVD,fengyanshi,https://github.com/fengyanshi/FUNWAVE-TVD,,70166,14,25,5,NO,YES,YES,NO,14
410,FortGL,lewisfish,https://github.com/lewisfish/FortGL,Software renderer in pure Fortran,1295,14,0,0,NO,YES,YES,NO,14
411,xfoil,RobotLocomotion,https://github.com/RobotLocomotion/xfoil,Fork of Mark Drela's XFOIL software (http://raphael.mit.edu/xfoil) which builds using cmake.,3975,14,6,1,NO,YES,YES,NO,14
412,feappv,sanjayg0,https://github.com/sanjayg0/feappv,FEAPpv -- free personal version of the FEAP,14351,14,12,0,NO,YES,YES,NO,16
413,fiona,dongli,https://github.com/dongli/fiona,Fortran IO Netcdf Assembly,82,14,2,0,NO,YES,YES,NO,14
414,specfem3d_geotech,geodynamics,https://github.com/geodynamics/specfem3d_geotech,SPECFEM3D_GEOTECH is an open-source command-driven software for 3D slope stability analysis and simulation of 3D multistage excavation based on the spectral-element method.,19634,14,9,3,NO,YES,YES,NO,14
415,scikits.bvp_solver,jsalvatier,https://github.com/jsalvatier/scikits.bvp_solver,Python package for solving two-point boundary value problems that wraps BVP_SOLVER,902,13,7,7,NO,YES,NO,NO,13
416,chimera,hightower8083,https://github.com/hightower8083/chimera,Fourier-Bessel Particle-In-Cell code,41357,13,2,0,NO,YES,YES,NO,13
417,ModeMap,JMSkelton,https://github.com/JMSkelton/ModeMap,A set of tools for mapping and analysing the potential-energy surfaces along phonon modes.,1021,13,9,0,NO,NO,YES,NO,13
418,tetran,fortran-gaming,https://github.com/fortran-gaming/tetran,"Falling-block object-oriented Fortran 2018 game, resizable playfield",1177,13,1,0,NO,NO,YES,NO,13
419,FITTER,szaghi,https://github.com/szaghi/FITTER,Fortran tIc Toc Timer,45,13,1,1,NO,NO,NO,NO,13
420,wafo,wafo-project,https://github.com/wafo-project/wafo,Automatically exported from code.google.com/p/wafo,60715,13,8,8,NO,YES,YES,NO,13
421,dales,dalesteam,https://github.com/dalesteam/dales,Dutch Atmospheric Large-Eddy Simulation model,140596,13,19,31,YES,YES,YES,YES,13
422,romstools,trondkr,https://github.com/trondkr/romstools,A variety of tools for plotting and analysing output from the Regional Ocean Model (ROMS),11801,13,6,0,NO,YES,YES,NO,13
423,FIDASIM,D3DEnergetic,https://github.com/D3DEnergetic/FIDASIM,A Neutral Beam and Fast-ion Diagnostic Modeling Suite,466896,13,8,9,NO,YES,YES,YES,13
424,HPC-Phase_Field,Marsfish1981,https://github.com/Marsfish1981/HPC-Phase_Field,This is a software package for simulation of micro-structure evolution using phase field model,2381,13,6,0,NO,NO,NO,NO,13
425,MiMA,mjucker,https://github.com/mjucker/MiMA,Model of an idealized Moist Atmosphere: Intermediate-complexity General Circulation Model with full radiation,16888,13,7,0,NO,YES,YES,NO,13
426,flogging,Exteris,https://github.com/Exteris/flogging,A Fortran logging system with MPI support,537,13,2,0,NO,YES,YES,NO,13
427,gadfit,raullaasner,https://github.com/raullaasner/gadfit,Global nonlinear optimization with automatic differentiation,1754,13,2,1,NO,NO,YES,NO,13
428,CROCO-NH,ducousso,https://github.com/ducousso/CROCO-NH,a non-hydrostatic incompressible ocean model based on CROCO,31060,13,4,0,NO,NO,YES,NO,13
429,spaceMARINE,kylekanos,https://github.com/kylekanos/spaceMARINE,Solves 2D/3D hydrodynamic problems in Eulerian framework on a Cartesian grid with Adaptive Mesh Refinement via the BoxLib library,200,13,3,0,NO,NO,YES,NO,13
430,NuLib,evanoconnor,https://github.com/evanoconnor/NuLib,open-source neutrino interaction library,2282,13,11,8,NO,YES,YES,NO,13
431,faiNumber-Fortran,kevinhng86,https://github.com/kevinhng86/faiNumber-Fortran,"A fast, flexible, and secure numerical library for Fortran.",313,13,0,0,NO,NO,NO,NO,13
432,PyRADS,ddbkoll,https://github.com/ddbkoll/PyRADS,A line-by-line longwave radiation code for planetary atmospheres.,13991,13,1,3,NO,YES,YES,NO,13
433,Q6,qusers,https://github.com/qusers/Q6,"Q6 Repository -- EVB, FEP and LIE simulator.",35526,13,6,8,NO,YES,YES,NO,13
434,GridGen,Sbai7,https://github.com/Sbai7/GridGen,Command-line Grid Generation Program and much More,776,13,0,0,NO,YES,YES,NO,13
435,DIVA,gher-ulg,https://github.com/gher-ulg/DIVA,DIVA (Data-Interpolating Variational Analysis) is a software tool dedicated to the spatial interpolation of in situ data in oceanography.,39196,13,3,2,NO,YES,YES,NO,13
436,global_solution_yale19,sischei,https://github.com/sischei/global_solution_yale19,,61896,13,9,0,NO,NO,YES,NO,14
437,fortran-programming,hancockyang,https://github.com/hancockyang/fortran-programming,"It is FORTRAN programming practice for 'Walter S. Brainerd, Guide to Fortran 2008 Programming'",47,13,0,0,NO,NO,YES,NO,13
438,SBDART,paulricchiazzi,https://github.com/paulricchiazzi/SBDART,Plane-parallel radiative transfer code based on DISORT and LOWTRAN band-models,2932,13,7,2,NO,NO,YES,NO,13
439,mo_netcdf,schaefed,https://github.com/schaefed/mo_netcdf,Modern fortran netcdf wrapper,82,13,2,0,NO,YES,YES,NO,13
440,COSMIC,COSMIC-PopSynth,https://github.com/COSMIC-PopSynth/COSMIC,COSMIC (Compact Object Synthesis and Monte Carlo Investigation Code),10221,13,24,19,YES,YES,YES,NO,13
441,User_Codes,fasrc,https://github.com/fasrc/User_Codes,,20594,13,8,0,NO,YES,YES,YES,13
442,grasp,compas,https://github.com/compas/grasp,General Relativistic Atomic Structure Package,1810,13,15,20,YES,YES,NO,NO,13
443,mc_kernel,seismology,https://github.com/seismology/mc_kernel,Calculate seismic sensitivity kernels using Axisem,43667,13,7,14,YES,YES,YES,NO,13
444,fortran-octree,dongli,https://github.com/dongli/fortran-octree,A Fortran octree implementation,20,13,4,0,NO,NO,NO,NO,13
445,iqist,huangli712,https://github.com/huangli712/iqist,Interacting Quantum Impurity Solver Toolkit,267796,13,3,1,NO,NO,YES,NO,13
446,eigenkernel,eigenkernel,https://github.com/eigenkernel/eigenkernel,EigenKernel - a package of hybrid parallel solvers for eigenvalue problems,229,13,1,2,NO,YES,YES,NO,13
447,ncio,alex-robinson,https://github.com/alex-robinson/ncio,Simple Fortran interface to NetCDF reading and writing.,878,13,3,4,NO,YES,YES,NO,14
448,shadow3,oasys-kit,https://github.com/oasys-kit/shadow3,Official repository for shadow3 (x-ray-tracer engine),4978,13,10,20,YES,YES,YES,NO,13
449,thermo_pw,dalcorso,https://github.com/dalcorso/thermo_pw,Ab-initio computation of material properties,22228,13,7,0,NO,NO,YES,NO,13
450,PROFESS,EACcodes,https://github.com/EACcodes/PROFESS,PRinceton Orbital-Free Electronic Structure Software,2782,13,10,0,NO,YES,YES,NO,13
451,nciplot,aoterodelaroza,https://github.com/aoterodelaroza/nciplot,Non-covalent index plots in molecular systems.,107727,13,2,0,NO,YES,YES,NO,13
452,xml-fortran,paulromano,https://github.com/paulromano/xml-fortran,XML modules for Fortran based on Arjen Markus' project,580,13,6,4,NO,NO,YES,NO,13
453,Fortran,bhermanmit,https://github.com/bhermanmit/Fortran,22.901 Fortran Class,4033,13,4,0,NO,NO,YES,NO,13
454,cgenie.muffin,derpycode,https://github.com/derpycode/cgenie.muffin,,70204,12,10,2,NO,YES,YES,YES,12
455,stringsort,jacobwilliams,https://github.com/jacobwilliams/stringsort,Just some sorting routines for strings,12,12,0,0,NO,NO,NO,NO,12
456,Tinker-HP,TinkerTools,https://github.com/TinkerTools/Tinker-HP,Tinker-HP: High Performance Massively Parallel Evolution of Tinker,94857,12,3,0,NO,NO,YES,NO,12
457,tlab,turbulencia,https://github.com/turbulencia/tlab,,20511,12,11,0,NO,YES,YES,NO,13
458,Puffin,UKFELs,https://github.com/UKFELs/Puffin,3D unaveraged FEL simulation code,14845,12,10,27,YES,YES,YES,NO,12
459,COAWST,jcwarner-usgs,https://github.com/jcwarner-usgs/COAWST,This is a testing and development version. Not suitable for general distribution.,797563,12,22,0,NO,YES,YES,NO,13
460,Cosmos,UW-COSMOS,https://github.com/UW-COSMOS/Cosmos,Knowledge base construction from raw scientific documents,74693,12,7,10,YES,YES,YES,YES,12
461,MFC-Caltech,ComputationalFlowPhysics,https://github.com/ComputationalFlowPhysics/MFC-Caltech,High-fidelity multiphase flow simulation,21605,12,5,0,NO,NO,NO,NO,12
462,slatec,Rufflewind,https://github.com/Rufflewind/slatec,SLATEC Common Mathematical Library,3228,12,6,0,NO,NO,NO,NO,12
463,QTAdaptive,dattv,https://github.com/dattv/QTAdaptive,Quadtree Adaptive Mesh Refinement,56,12,8,1,NO,NO,YES,NO,12
464,ecalj,tkotani,https://github.com/tkotani/ecalj,The quasiparticle self-consistent GW method  in the PMT method (LAPW+LMTO+Lo). See the README.md;,158798,12,15,0,NO,YES,YES,NO,12
465,fmmlib2d,zgimbutas,https://github.com/zgimbutas/fmmlib2d,Fast Multipole Method (FMM) library in R^2,4272,12,5,0,NO,NO,NO,NO,12
466,V1,LBNL-AMO-MCTDHF,https://github.com/LBNL-AMO-MCTDHF/V1,LBNL-AMO-MCTDHF v1.36! . . . . . ,35236,12,3,13,YES,YES,YES,NO,12
467,Unstr3d---CFD-solver,wtffqbpl,https://github.com/wtffqbpl/Unstr3d---CFD-solver,An unstrctured 3-D Euler equation solver ( tetrahedral cell type),15,12,6,0,NO,NO,NO,NO,12
468,Mie_scattering,cfinch,https://github.com/cfinch/Mie_scattering,Collection of codes to calculate scattering from spheres using the Mie solution,216,12,7,0,NO,NO,NO,NO,12
469,AMR-LBM-OpenMP-2D,AbbasHub,https://github.com/AbbasHub/AMR-LBM-OpenMP-2D,Adaptive Mesh Refinement (AMR) technique utilized with the Lattice-Boltzmann Method (LBM) for numerical simulation of multiphase flows. OpenMP is used for parallelization of the code on share-memory machines.,41,12,7,0,NO,NO,NO,NO,12
470,GEMINI,gemini3d,https://github.com/gemini3d/GEMINI,public repo for ionospheric fluid electrodynamic model,8642,12,3,0,NO,YES,YES,NO,13
471,Fortran-Expression-Evaluator,ivomarb,https://github.com/ivomarb/Fortran-Expression-Evaluator,An open source fortran expression evaluator (parser).,167,12,0,9,NO,NO,NO,NO,12
472,T-Blade3,GTSL-UC,https://github.com/GTSL-UC/T-Blade3,"T-Blade3 VERSION 1.2: T-Blade3 is a general parametric 3D blade geometry builder. The tool can create a variety of 3D blade geometries based on few basic parameters and limited interaction with a CAD system. The geometric and aerodynamic parameters are used to create 2D airfoils and these airfoils are stacked on the desired stacking axis. The tool generates a specified number of 2D blade sections in a 3D Cartesian coordinate system. The geometry modeler can also be used for generating 3D blades with special features like bent tip, split tip and other concepts, which can be explored with minimum changes to the blade geometry. The use of control points for the definition of splines makes it easy to modify the blade shapes quickly and smoothly to obtain the desired blade model. The second derivative of the mean-line (related to the curvature) is controlled using B-splines to create the airfoils. This is analytically integrated twice to obtain the mean-line. A smooth thickness distribution is then added to the airfoil with two options either the Wennerstrom distribution or a quartic B-spline thickness distribution. B-splines have also been implemented to achieve customized airfoil leading and trailing edges.",4339,12,6,0,NO,NO,YES,NO,12
473,odepack,jacobwilliams,https://github.com/jacobwilliams/odepack,Unofficial Mirror of the ODEPACK Library,381,12,7,0,NO,NO,NO,NO,12
474,Icepack,CICE-Consortium,https://github.com/CICE-Consortium/Icepack,Development repository for sea-ice column physics,7705,12,41,17,YES,YES,YES,YES,12
475,open-fortran-parser-xml,mbdevpl,https://github.com/mbdevpl/open-fortran-parser-xml,"XML output generator for Open Fortran Parser, and Python wrapper for it.",642,12,2,1,NO,YES,YES,NO,12
476,forutils,cmbant,https://github.com/cmbant/forutils,Fortran 2008 utility functions and reusable classes,111,12,2,0,NO,NO,YES,NO,12
477,fArgParse,Goddard-Fortran-Ecosystem,https://github.com/Goddard-Fortran-Ecosystem/fArgParse,Command line argument parsing for Fortran,196,12,0,5,NO,YES,YES,NO,12
478,NueralNets,arjo129,https://github.com/arjo129/NueralNets,Fortran Based Nueral Networks,47,12,1,0,NO,NO,NO,NO,12
479,lusol,nwh,https://github.com/nwh/lusol,Matlab interface to LUSOL,1198,12,3,2,NO,YES,YES,NO,12
480,Topo,NCAR,https://github.com/NCAR/Topo,NCAR Global Model Topography Generation Software for Unstructured Grids,2593262,12,8,0,NO,YES,YES,NO,12
481,FGPU,LLNL,https://github.com/LLNL/FGPU,,107,12,4,0,NO,YES,YES,NO,12
482,nswc,jacobwilliams,https://github.com/jacobwilliams/nswc,NSWC Mathematics Subroutine Library,37808,12,4,0,NO,NO,NO,NO,12
483,finite-fault,usgs,https://github.com/usgs/finite-fault,Finite-Fault Modeling of the Earthquake Source using Teleseismic Body Waves,72906,12,12,3,NO,YES,NO,NO,12
484,Textbook-FEM,jvleta,https://github.com/jvleta/Textbook-FEM,,626,12,12,0,NO,NO,NO,NO,12
485,SALMON,SALMON-TDDFT,https://github.com/SALMON-TDDFT/SALMON,Scientific program for first-principles electron dynamics calculations ,2728,12,16,5,NO,YES,YES,NO,12
486,wavy,wavebitscientific,https://github.com/wavebitscientific/wavy,A spectral ocean wave modeling framework,1207,12,3,4,NO,NO,NO,NO,12
487,paleoToolkit,CESM-Development,https://github.com/CESM-Development/paleoToolkit,paleo tools for cesm,204318,12,11,0,NO,YES,YES,NO,12
488,aces4,UFParLab,https://github.com/UFParLab/aces4,Parallel Computational Chemistry Application,27282,12,11,3,NO,YES,YES,NO,12
489,qtcm,jwblin,https://github.com/jwblin/qtcm,A Python Implementation of the Neelin-Zeng QTCM1,56728,12,4,0,NO,NO,NO,NO,12
490,futility,cmacmackin,https://github.com/cmacmackin/futility,A collection of modern Fortran utilities,117,11,1,2,NO,NO,NO,NO,11
491,Octopus,jinbow,https://github.com/jinbow/Octopus,Offline calculation of particle trajectories,166,11,3,0,NO,NO,YES,NO,11
492,B5500-software,retro-software,https://github.com/retro-software/B5500-software,Common source code repository for emulators of the Burroughs B5500 computer system.,17246,11,2,0,NO,NO,YES,NO,11
493,GLOW,NCAR,https://github.com/NCAR/GLOW,The GLobal airglOW Model,543,11,8,1,NO,YES,NO,NO,11
494,MoDeNa,MoDeNa-EUProject,https://github.com/MoDeNa-EUProject/MoDeNa,Software Framework for MOdelling of morphology DEvelopment of micro- and NAnostructures (MoDeNa),40560,11,17,7,NO,YES,YES,YES,11
495,HydroBlocks,chaneyn,https://github.com/chaneyn/HydroBlocks,,275715,11,5,2,NO,YES,YES,NO,11
496,ptools,ptools,https://github.com/ptools/ptools,,12892,11,12,37,YES,YES,YES,NO,11
497,C2-Ray3Dm,garrelt,https://github.com/garrelt/C2-Ray3Dm,"The 3D version of C2-Ray for multiple sources, hydrogen only",1010,11,3,3,NO,YES,YES,NO,11
498,mld2p4-2,sfilippone,https://github.com/sfilippone/mld2p4-2,,12424,11,6,0,NO,YES,YES,NO,11
499,pd-abstractions-and-libraries,gilbertohasnofb,https://github.com/gilbertohasnofb/pd-abstractions-and-libraries,,4587,11,0,0,NO,NO,YES,NO,11
